dataset_code;layer_code;current_layer_code;model_name;epoch;years_ago;version
WorldClim;WC_tmax4_melgm;WC_tmax4;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmax4_memid;WC_tmax4;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmax4_mrlgm;WC_tmax4;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmax4_mrmid;WC_tmax4;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmax5_cclgm;WC_tmax5;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmax5_ccmid;WC_tmax5;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmax5_melgm;WC_tmax5;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmax5_memid;WC_tmax5;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmax5_mrlgm;WC_tmax5;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmax5_mrmid;WC_tmax5;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmax6_cclgm;WC_tmax6;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmax6_ccmid;WC_tmax6;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmax6_melgm;WC_tmax6;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmax6_memid;WC_tmax6;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmax6_mrlgm;WC_tmax6;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmax6_mrmid;WC_tmax6;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmax7_cclgm;WC_tmax7;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmax7_ccmid;WC_tmax7;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmax7_melgm;WC_tmax7;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmax7_memid;WC_tmax7;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmax7_mrlgm;WC_tmax7;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmax7_mrmid;WC_tmax7;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmax8_cclgm;WC_tmax8;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmax8_ccmid;WC_tmax8;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmax8_melgm;WC_tmax8;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmax8_memid;WC_tmax8;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmax8_mrlgm;WC_tmax8;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmax8_mrmid;WC_tmax8;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmax9_cclgm;WC_tmax9;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmax9_ccmid;WC_tmax9;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmax9_melgm;WC_tmax9;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmax9_memid;WC_tmax9;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmax9_mrlgm;WC_tmax9;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmax9_mrmid;WC_tmax9;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin1_cclgm;WC_tmin1;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin1_ccmid;WC_tmin1;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin1_melgm;WC_tmin1;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin1_memid;WC_tmin1;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin1_mrlgm;WC_tmin1;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin1_mrmid;WC_tmin1;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin10_cclgm;WC_tmin10;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin10_ccmid;WC_tmin10;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin10_melgm;WC_tmin10;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin10_memid;WC_tmin10;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin10_mrlgm;WC_tmin10;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin10_mrmid;WC_tmin10;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin11_cclgm;WC_tmin11;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin11_ccmid;WC_tmin11;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin11_melgm;WC_tmin11;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin11_memid;WC_tmin11;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin11_mrlgm;WC_tmin11;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin11_mrmid;WC_tmin11;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin12_cclgm;WC_tmin12;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin12_ccmid;WC_tmin12;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin12_melgm;WC_tmin12;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin12_memid;WC_tmin12;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin12_mrlgm;WC_tmin12;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin12_mrmid;WC_tmin12;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin2_cclgm;WC_tmin2;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin2_ccmid;WC_tmin2;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin2_melgm;WC_tmin2;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin2_memid;WC_tmin2;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin2_mrlgm;WC_tmin2;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin2_mrmid;WC_tmin2;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin3_cclgm;WC_tmin3;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin3_ccmid;WC_tmin3;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin3_melgm;WC_tmin3;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin3_memid;WC_tmin3;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin3_mrlgm;WC_tmin3;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin3_mrmid;WC_tmin3;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin4_cclgm;WC_tmin4;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin4_ccmid;WC_tmin4;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin4_melgm;WC_tmin4;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin4_memid;WC_tmin4;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin4_mrlgm;WC_tmin4;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin4_mrmid;WC_tmin4;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin5_cclgm;WC_tmin5;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin5_ccmid;WC_tmin5;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin5_melgm;WC_tmin5;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin5_memid;WC_tmin5;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin5_mrlgm;WC_tmin5;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin5_mrmid;WC_tmin5;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin6_cclgm;WC_tmin6;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin6_ccmid;WC_tmin6;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin6_melgm;WC_tmin6;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin6_memid;WC_tmin6;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin6_mrlgm;WC_tmin6;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin6_mrmid;WC_tmin6;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin7_cclgm;WC_tmin7;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin7_ccmid;WC_tmin7;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin7_melgm;WC_tmin7;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin7_memid;WC_tmin7;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin7_mrlgm;WC_tmin7;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin7_mrmid;WC_tmin7;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin8_cclgm;WC_tmin8;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin8_ccmid;WC_tmin8;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin8_melgm;WC_tmin8;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin8_memid;WC_tmin8;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin8_mrlgm;WC_tmin8;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin8_mrmid;WC_tmin8;holo MIROC-ESM;mid-Holocene;6000;1
WorldClim;WC_tmin9_cclgm;WC_tmin9;lgm CCSM4;Last Glacial Maximum;21000;1
WorldClim;WC_tmin9_ccmid;WC_tmin9;holo CCSM4;mid-Holocene;6000;1
WorldClim;WC_tmin9_melgm;WC_tmin9;lgm MPI-ESM-P;Last Glacial Maximum;21000;1
WorldClim;WC_tmin9_memid;WC_tmin9;holo MPI-ESM-P;mid-Holocene;6000;1
WorldClim;WC_tmin9_mrlgm;WC_tmin9;lgm MIROC-ESM;Last Glacial Maximum;21000;1
WorldClim;WC_tmin9_mrmid;WC_tmin9;holo MIROC-ESM;mid-Holocene;6000;1
